"state","state_name","county","fips","ClusterRank"
"ID","Idaho","Cassia County",16031,"Low 2"
"ID","Idaho","Clark County",16033,"Low 2"
"ID","Idaho","Clearwater County",16035,"Mid 2"
"ID","Idaho","Custer County",16037,"Low 1"
"ID","Idaho","Elmore County",16039,"Low 1"
"ID","Idaho","Franklin County",16041,"Low 2"
"ID","Idaho","Fremont County",16043,"Low 2"
"ID","Idaho","Gem County",16045,"Low 2"
"ID","Idaho","Gooding County",16047,"Low 1"
"ID","Idaho","Idaho County",16049,"Low 2"
"ID","Idaho","Jefferson County",16051,"Low 2"
"ID","Idaho","Jerome County",16053,"Low 1"
"ID","Idaho","Kootenai County",16055,"Low 2"
"ID","Idaho","Latah County",16057,"Low 2"
"ID","Idaho","Lemhi County",16059,"Low 2"
"ID","Idaho","Lewis County",16061,"Low 2"
"ID","Idaho","Lincoln County",16063,"Low 1"
"ID","Idaho","Madison County",16065,"Low 2"
"ID","Idaho","Minidoka County",16067,"Low 2"
"ID","Idaho","Nez Perce County",16069,"Low 2"
"ID","Idaho","Oneida County",16071,"Low 2"
"ID","Idaho","Owyhee County",16073,"Low 1"
"ID","Idaho","Payette County",16075,"Low 2"
"ID","Idaho","Power County",16077,"Low 1"
"ID","Idaho","Shoshone County",16079,"Low 1"
"ID","Idaho","Teton County",16081,"Low 1"
"ID","Idaho","Twin Falls County",16083,"Low 1"
"ID","Idaho","Valley County",16085,"Low 1"
"ID","Idaho","Washington County",16087,"Low 2"
"IL","Illinois","Adams County",17001,"Mid 3"
"IL","Illinois","Alexander County",17003,"High 1"
"IL","Illinois","Bond County",17005,"Mid 3"
"IL","Illinois","Boone County",17007,"Mid 2"
"IL","Illinois","Brown County",17009,"Mid 3"
"IL","Illinois","Bureau County",17011,"Mid 1"
"IL","Illinois","Calhoun County",17013,"Mid 3"
"IL","Illinois","Carroll County",17015,"Mid 1"
"IL","Illinois","Cass County",17017,"Mid 3"
"IL","Illinois","Champaign County",17019,"Mid 3"
"IL","Illinois","Christian County",17021,"Mid 3"
"IL","Illinois","Clark County",17023,"Mid 3"
"IL","Illinois","Clay County",17025,"Mid 3"
"IL","Illinois","Clinton County",17027,"High 1"
"IL","Illinois","Coles County",17029,"Mid 3"
"IL","Illinois","Cook County",17031,"Mid 2"
"IL","Illinois","Crawford County",17033,"Mid 3"
"IL","Illinois","Cumberland County",17035,"Mid 3"
"IL","Illinois","DeKalb County",17037,"Mid 1"
"IL","Illinois","De Witt County",17039,"Mid 3"
"IL","Illinois","Douglas County",17041,"Mid 3"
"IL","Illinois","DuPage County",17043,"Mid 2"
"IL","Illinois","Edgar County",17045,"Mid 3"
"IL","Illinois","Edwards County",17047,"Mid 3"
"IL","Illinois","Effingham County",17049,"Mid 3"
"IL","Illinois","Fayette County",17051,"Mid 3"
"IL","Illinois","Ford County",17053,"Mid 3"
"IL","Illinois","Franklin County",17055,"High 1"
"IL","Illinois","Fulton County",17057,"Mid 3"
"IL","Illinois","Gallatin County",17059,"High 1"
"IL","Illinois","Greene County",17061,"Mid 3"
"IL","Illinois","Grundy County",17063,"Mid 1"
"IL","Illinois","Hamilton County",17065,"High 1"
"IL","Illinois","Hancock County",17067,"Mid 3"
"IL","Illinois","Hardin County",17069,"High 1"
"IL","Illinois","Henderson County",17071,"Mid 1"
"IL","Illinois","Henry County",17073,"Mid 1"
"IL","Illinois","Iroquois County",17075,"Mid 1"
"IL","Illinois","Jackson County",17077,"Mid 3"
"IL","Illinois","Jasper County",17079,"Mid 3"
"IL","Illinois","Jefferson County",17081,"Mid 3"
"IL","Illinois","Jersey County",17083,"Mid 3"
"IL","Illinois","Jo Daviess County",17085,"Mid 1"
"IL","Illinois","Johnson County",17087,"High 2"
"IL","Illinois","Kane County",17089,"Mid 1"
"IL","Illinois","Kankakee County",17091,"Mid 1"
"IL","Illinois","Kendall County",17093,"Mid 1"
"IL","Illinois","Knox County",17095,"Mid 1"
"IL","Illinois","Lake County",17097,"Mid 2"
"IL","Illinois","LaSalle County",17099,"Mid 1"
"IL","Illinois","Lawrence County",17101,"Mid 3"
"IL","Illinois","Lee County",17103,"Mid 1"
"IL","Illinois","Livingston County",17105,"Mid 1"
"IL","Illinois","Logan County",17107,"Mid 1"
"IL","Illinois","McDonough County",17109,"Mid 3"
"IL","Illinois","McHenry County",17111,"Mid 1"
"IL","Illinois","McLean County",17113,"Mid 3"
"IL","Illinois","Macon County",17115,"Mid 3"
"IL","Illinois","Macoupin County",17117,"Mid 3"
"IL","Illinois","Madison County",17119,"High 1"
"IL","Illinois","Marion County",17121,"High 1"
"IL","Illinois","Marshall County",17123,"Mid 1"
"IL","Illinois","Mason County",17125,"Mid 3"
"IL","Illinois","Massac County",17127,"High 2"
"IL","Illinois","Menard County",17129,"Mid 3"
"IL","Illinois","Mercer County",17131,"Mid 1"
"IL","Illinois","Monroe County",17133,"Mid 3"
"IL","Illinois","Montgomery County",17135,"Mid 3"
"IL","Illinois","Morgan County",17137,"Mid 3"
"IL","Illinois","Moultrie County",17139,"Mid 3"
"IL","Illinois","Ogle County",17141,"Mid 1"
"IL","Illinois","Peoria County",17143,"Mid 1"
"IL","Illinois","Perry County",17145,"Mid 3"
"IL","Illinois","Piatt County",17147,"Mid 3"
"IL","Illinois","Pike County",17149,"Mid 3"
"IL","Illinois","Pope County",17151,"High 2"
"IL","Illinois","Pulaski County",17153,"High 1"
"IL","Illinois","Putnam County",17155,"Mid 1"
"IL","Illinois","Randolph County",17157,"Mid 3"
"IL","Illinois","Richland County",17159,"Mid 3"
"IL","Illinois","Rock Island County",17161,"Mid 1"
"IL","Illinois","St. Clair County",17163,"Mid 3"
"IL","Illinois","Saline County",17165,"High 1"
"IL","Illinois","Sangamon County",17167,"Mid 3"
"IL","Illinois","Schuyler County",17169,"Mid 3"
"IL","Illinois","Scott County",17171,"Mid 3"
"IL","Illinois","Shelby County",17173,"Mid 3"
"IL","Illinois","Stark County",17175,"Mid 1"
"IL","Illinois","Stephenson County",17177,"Mid 1"
"IL","Illinois","Tazewell County",17179,"Mid 1"
"IL","Illinois","Union County",17181,"Mid 3"
"IL","Illinois","Vermilion County",17183,"Mid 3"
"IL","Illinois","Wabash County",17185,"Mid 3"
"IL","Illinois","Warren County",17187,"Mid 1"
"IL","Illinois","Washington County",17189,"High 1"
"IL","Illinois","Wayne County",17191,"Mid 3"
"IL","Illinois","White County",17193,"High 1"
"IL","Illinois","Whiteside County",17195,"Mid 1"
"IL","Illinois","Will County",17197,"Mid 1"
"IL","Illinois","Williamson County",17199,"High 1"
"IL","Illinois","Winnebago County",17201,"Mid 2"
"IL","Illinois","Woodford County",17203,"Mid 3"
"IN","Indiana","Adams County",18001,"Mid 2"
"IN","Indiana","Allen County",18003,"Mid 2"
"IN","Indiana","Bartholomew County",18005,"Mid 3"
"IN","Indiana","Benton County",18007,"Mid 3"
"IN","Indiana","Blackford County",18009,"Mid 3"
"IN","Indiana","Boone County",18011,"Mid 3"
"IN","Indiana","Brown County",18013,"Mid 3"
"IN","Indiana","Carroll County",18015,"Mid 2"
"IN","Indiana","Cass County",18017,"Mid 2"
"IN","Indiana","Clark County",18019,"Mid 3"
"IN","Indiana","Clay County",18021,"Mid 3"
"IN","Indiana","Clinton County",18023,"Mid 3"
"IN","Indiana","Crawford County",18025,"High 1"
"IN","Indiana","Daviess County",18027,"Mid 3"
"IN","Indiana","Dearborn County",18029,"Mid 3"
"IN","Indiana","Decatur County",18031,"Mid 3"
"IN","Indiana","DeKalb County",18033,"Mid 2"
"IN","Indiana","Delaware County",18035,"Mid 3"
"IN","Indiana","Dubois County",18037,"High 1"
"IN","Indiana","Elkhart County",18039,"Mid 2"
"IN","Indiana","Fayette County",18041,"Mid 3"
"IN","Indiana","Floyd County",18043,"Mid 3"
"IN","Indiana","Fountain County",18045,"Mid 3"
"IN","Indiana","Franklin County",18047,"Mid 3"
"IN","Indiana","Fulton County",18049,"Mid 2"
"IN","Indiana","Gibson County",18051,"Mid 3"
"IN","Indiana","Grant County",18053,"Mid 3"
"IN","Indiana","Greene County",18055,"Mid 3"
"IN","Indiana","Hamilton County",18057,"Mid 3"
"IN","Indiana","Hancock County",18059,"Mid 3"
"IN","Indiana","Harrison County",18061,"Mid 3"
"IN","Indiana","Hendricks County",18063,"Mid 3"
"IN","Indiana","Henry County",18065,"Mid 3"
"IN","Indiana","Howard County",18067,"Mid 3"
"IN","Indiana","Huntington County",18069,"Mid 2"
"IN","Indiana","Jackson County",18071,"Mid 3"
"IN","Indiana","Jasper County",18073,"Mid 2"
"IN","Indiana","Jay County",18075,"Mid 3"
"IN","Indiana","Jefferson County",18077,"Mid 3"
"IN","Indiana","Jennings County",18079,"Mid 3"
"IN","Indiana","Johnson County",18081,"Mid 3"
"IN","Indiana","Knox County",18083,"Mid 3"
"IN","Indiana","Kosciusko County",18085,"Mid 2"
"IN","Indiana","LaGrange County",18087,"Mid 2"
"IN","Indiana","Lake County",18089,"Mid 1"
"IN","Indiana","LaPorte County",18091,"Mid 1"
"IN","Indiana","Lawrence County",18093,"Mid 3"
"IN","Indiana","Madison County",18095,"Mid 3"
"IN","Indiana","Marion County",18097,"Mid 3"
"IN","Indiana","Marshall County",18099,"Mid 2"
"IN","Indiana","Martin County",18101,"Mid 3"
"IN","Indiana","Miami County",18103,"Mid 3"
"IN","Indiana","Monroe County",18105,"Mid 3"
"IN","Indiana","Montgomery County",18107,"Mid 3"
"IN","Indiana","Morgan County",18109,"Mid 3"
"IN","Indiana","Newton County",18111,"Mid 2"
"IN","Indiana","Noble County",18113,"Mid 2"
"IN","Indiana","Ohio County",18115,"Mid 3"
"IN","Indiana","Orange County",18117,"High 1"
"IN","Indiana","Owen County",18119,"Mid 3"
"IN","Indiana","Parke County",18121,"Mid 3"
"IN","Indiana","Perry County",18123,"High 1"
"IN","Indiana","Pike County",18125,"High 1"
"IN","Indiana","Porter County",18127,"Mid 2"
"IN","Indiana","Posey County",18129,"High 1"
"IN","Indiana","Pulaski County",18131,"Mid 2"
"IN","Indiana","Putnam County",18133,"Mid 3"
"IN","Indiana","Randolph County",18135,"Mid 3"
"IN","Indiana","Ripley County",18137,"Mid 3"
"IN","Indiana","Rush County",18139,"Mid 3"
"IN","Indiana","St. Joseph County",18141,"Mid 2"
"IN","Indiana","Scott County",18143,"Mid 3"
"IN","Indiana","Shelby County",18145,"Mid 3"
"IN","Indiana","Spencer County",18147,"High 1"
"IN","Indiana","Starke County",18149,"Mid 2"
"IN","Indiana","Steuben County",18151,"Mid 2"
"IN","Indiana","Sullivan County",18153,"Mid 3"
"IN","Indiana","Switzerland County",18155,"Mid 3"
"IN","Indiana","Tippecanoe County",18157,"Mid 3"
"IN","Indiana","Tipton County",18159,"Mid 3"
"IN","Indiana","Union County",18161,"Mid 3"
"IN","Indiana","Vanderburgh County",18163,"Mid 3"
"IN","Indiana","Vermillion County",18165,"Mid 3"
"IN","Indiana","Vigo County",18167,"Mid 3"
"IN","Indiana","Wabash County",18169,"Mid 3"
"IN","Indiana","Warren County",18171,"Mid 3"
"IN","Indiana","Warrick County",18173,"Mid 3"
"IN","Indiana","Washington County",18175,"Mid 3"
"IN","Indiana","Wayne County",18177,"Mid 3"
"IN","Indiana","Wells County",18179,"Mid 2"
"IN","Indiana","White County",18181,"Mid 2"
"IN","Indiana","Whitley County",18183,"Mid 2"
"IA","Iowa","Adair County",19001,"Mid 3"
"IA","Iowa","Adams County",19003,"Mid 3"
"IA","Iowa","Allamakee County",19005,"Mid 1"
"IA","Iowa","Appanoose County",19007,"Mid 3"
"IA","Iowa","Audubon County",19009,"Mid 1"
"IA","Iowa","Benton County",19011,"Mid 1"
"IA","Iowa","Black Hawk County",19013,"Mid 1"
"IA","Iowa","Boone County",19015,"Mid 3"
"IA","Iowa","Bremer County",19017,"Mid 1"
"IA","Iowa","Buchanan County",19019,"Mid 1"
"IA","Iowa","Buena Vista County",19021,"Mid 1"
"IA","Iowa","Butler County",19023,"Mid 1"
"IA","Iowa","Calhoun County",19025,"Mid 1"
"IA","Iowa","Carroll County",19027,"Mid 1"
"IA","Iowa","Cass County",19029,"Mid 3"
"IA","Iowa","Cedar County",19031,"Mid 1"
"IA","Iowa","Cerro Gordo County",19033,"Mid 1"
"IA","Iowa","Cherokee County",19035,"Mid 1"
"IA","Iowa","Chickasaw County",19037,"Mid 1"
"IA","Iowa","Clarke County",19039,"Mid 1"
"IA","Iowa","Clay County",19041,"Mid 1"
"IA","Iowa","Clayton County",19043,"Mid 1"
"IA","Iowa","Clinton County",19045,"Mid 1"
"IA","Iowa","Crawford County",19047,"Mid 1"
"IA","Iowa","Dallas County",19049,"Mid 1"
"IA","Iowa","Davis County",19051,"Mid 1"
"IA","Iowa","Decatur County",19053,"Mid 1"
"IA","Iowa","Delaware County",19055,"Mid 1"
"IA","Iowa","Des Moines County",19057,"Mid 1"
"IA","Iowa","Dickinson County",19059,"Mid 1"
"IA","Iowa","Dubuque County",19061,"Mid 1"
"IA","Iowa","Emmet County",19063,"Mid 1"
"IA","Iowa","Fayette County",19065,"Mid 1"
"IA","Iowa","Floyd County",19067,"Mid 1"
"IA","Iowa","Franklin County",19069,"Low 3"
"IA","Iowa","Fremont County",19071,"Mid 3"
"IA","Iowa","Greene County",19073,"Mid 1"
"IA","Iowa","Grundy County",19075,"Mid 1"
"IA","Iowa","Guthrie County",19077,"Mid 1"
"IA","Iowa","Hamilton County",19079,"Mid 1"
"IA","Iowa","Hancock County",19081,"Mid 1"
"IA","Iowa","Hardin County",19083,"Low 3"
"IA","Iowa","Harrison County",19085,"Mid 1"
"IA","Iowa","Henry County",19087,"Mid 3"
"IA","Iowa","Howard County",19089,"Mid 1"
"IA","Iowa","Humboldt County",19091,"Mid 1"
"IA","Iowa","Ida County",19093,"Mid 1"
"IA","Iowa","Iowa County",19095,"Mid 1"
"IA","Iowa","Jackson County",19097,"Mid 1"
"IA","Iowa","Jasper County",19099,"Mid 1"
"IA","Iowa","Jefferson County",19101,"Mid 3"
"IA","Iowa","Johnson County",19103,"Mid 1"
"IA","Iowa","Jones County",19105,"Mid 1"
"IA","Iowa","Keokuk County",19107,"Mid 1"
"IA","Iowa","Kossuth County",19109,"Mid 1"
"IA","Iowa","Lee County",19111,"Mid 3"
"IA","Iowa","Linn County",19113,"Mid 1"
"IA","Iowa","Louisa County",19115,"Mid 1"
"IA","Iowa","Lucas County",19117,"Mid 3"
"IA","Iowa","Lyon County",19119,"Mid 2"
"IA","Iowa","Madison County",19121,"Mid 1"
"IA","Iowa","Mahaska County",19123,"Mid 1"
"IA","Iowa","Marion County",19125,"Mid 1"
"IA","Iowa","Marshall County",19127,"Mid 1"
"IA","Iowa","Mills County",19129,"Mid 1"
"IA","Iowa","Mitchell County",19131,"Mid 1"
"IA","Iowa","Monona County",19133,"Mid 1"
"IA","Iowa","Monroe County",19135,"Mid 2"
"IA","Iowa","Montgomery County",19137,"Mid 3"
"IA","Iowa","Muscatine County",19139,"Mid 1"
"IA","Iowa","O'Brien County",19141,"Mid 1"
"IA","Iowa","Osceola County",19143,"Mid 1"
"IA","Iowa","Page County",19145,"Mid 3"
"IA","Iowa","Palo Alto County",19147,"Mid 1"
"IA","Iowa","Plymouth County",19149,"Mid 1"
"IA","Iowa","Pocahontas County",19151,"Mid 1"
"IA","Iowa","Polk County",19153,"Mid 1"
"IA","Iowa","Pottawattamie County",19155,"Mid 1"
"IA","Iowa","Poweshiek County",19157,"Mid 1"
"IA","Iowa","Ringgold County",19159,"Mid 1"
"IA","Iowa","Sac County",19161,"Mid 1"
"IA","Iowa","Scott County",19163,"Mid 1"
"IA","Iowa","Shelby County",19165,"Mid 1"
"IA","Iowa","Sioux County",19167,"Mid 1"
"IA","Iowa","Story County",19169,"Mid 1"
"IA","Iowa","Tama County",19171,"Mid 1"
"IA","Iowa","Taylor County",19173,"Mid 3"
"IA","Iowa","Union County",19175,"Mid 3"
"IA","Iowa","Van Buren County",19177,"Mid 3"
"IA","Iowa","Wapello County",19179,"Mid 1"
"IA","Iowa","Warren County",19181,"Mid 1"
"IA","Iowa","Washington County",19183,"Mid 3"
"IA","Iowa","Wayne County",19185,"Mid 3"
"IA","Iowa","Webster County",19187,"Mid 1"
"IA","Iowa","Winnebago County",19189,"Mid 1"
"IA","Iowa","Winneshiek County",19191,"Mid 1"
"IA","Iowa","Woodbury County",19193,"Mid 1"
"IA","Iowa","Worth County",19195,"Mid 1"
"IA","Iowa","Wright County",19197,"Mid 1"
"KS","Kansas","Allen County",20001,"Mid 3"
"KS","Kansas","Anderson County",20003,"Mid 4"
"KS","Kansas","Atchison County",20005,"Mid 3"
"KS","Kansas","Barber County",20007,"Mid 3"
"KS","Kansas","Barton County",20009,"Mid 1"
"KS","Kansas","Bourbon County",20011,"High 1"
"KS","Kansas","Brown County",20013,"Mid 3"
"KS","Kansas","Butler County",20015,"Mid 3"
"KS","Kansas","Chase County",20017,"Mid 3"
"KS","Kansas","Chautauqua County",20019,"High 1"
"KS","Kansas","Cherokee County",20021,"High 1"
"KS","Kansas","Cheyenne County",20023,"Low 3"
"KS","Kansas","Clark County",20025,"Mid 1"
"KS","Kansas","Clay County",20027,"Mid 1"
"KS","Kansas","Cloud County",20029,"Mid 1"
"KS","Kansas","Coffey County",20031,"Mid 4"
"KS","Kansas","Comanche County",20033,"Mid 3"
"KS","Kansas","Cowley County",20035,"Mid 3"
"KS","Kansas","Crawford County",20037,"High 1"
"KS","Kansas","Decatur County",20039,"Low 3"
"KS","Kansas","Dickinson County",20041,"Mid 3"
"KS","Kansas","Doniphan County",20043,"Mid 3"
"KS","Kansas","Douglas County",20045,"Mid 3"
"KS","Kansas","Edwards County",20047,"Mid 1"
"KS","Kansas","Elk County",20049,"High 1"
"KS","Kansas","Ellis County",20051,"Mid 1"
"KS","Kansas","Ellsworth County",20053,"Mid 3"
"KS","Kansas","Finney County",20055,"Mid 1"
"KS","Kansas","Ford County",20057,"Mid 1"
"KS","Kansas","Franklin County",20059,"Mid 3"
"KS","Kansas","Geary County",20061,"Mid 3"
"KS","Kansas","Gove County",20063,"Low 3"
"KS","Kansas","Graham County",20065,"Mid 1"
"KS","Kansas","Grant County",20067,"Mid 1"
"KS","Kansas","Gray County",20069,"Mid 1"
"KS","Kansas","Greeley County",20071,"Low 3"
"KS","Kansas","Greenwood County",20073,"Mid 3"
"KS","Kansas","Hamilton County",20075,"Mid 1"
"KS","Kansas","Harper County",20077,"Mid 3"
"KS","Kansas","Harvey County",20079,"Mid 3"
"KS","Kansas","Haskell County",20081,"Mid 1"
"KS","Kansas","Hodgeman County",20083,"Mid 1"
"KS","Kansas","Jackson County",20085,"Mid 3"
"KS","Kansas","Jefferson County",20087,"Mid 3"
"KS","Kansas","Jewell County",20089,"Mid 1"
"KS","Kansas","Johnson County",20091,"Mid 3"
"KS","Kansas","Kearny County",20093,"Mid 1"
"KS","Kansas","Kingman County",20095,"Mid 3"
"KS","Kansas","Kiowa County",20097,"Mid 1"
"KS","Kansas","Labette County",20099,"High 2"
"KS","Kansas","Lane County",20101,"Low 3"
"KS","Kansas","Leavenworth County",20103,"Mid 3"
"KS","Kansas","Lincoln County",20105,"Mid 1"
"KS","Kansas","Linn County",20107,"Mid 3"
"KS","Kansas","Logan County",20109,"Low 3"
"KS","Kansas","Lyon County",20111,"Mid 3"
"KS","Kansas","McPherson County",20113,"Mid 1"
"KS","Kansas","Marion County",20115,"Mid 3"
"KS","Kansas","Marshall County",20117,"Mid 3"
"KS","Kansas","Meade County",20119,"Mid 1"
"KS","Kansas","Miami County",20121,"Mid 3"
"KS","Kansas","Mitchell County",20123,"Mid 1"
"KS","Kansas","Montgomery County",20125,"High 1"
"KS","Kansas","Morris County",20127,"Mid 3"
"KS","Kansas","Morton County",20129,"Mid 1"
"KS","Kansas","Nemaha County",20131,"Mid 3"
"KS","Kansas","Neosho County",20133,"Mid 3"
"KS","Kansas","Ness County",20135,"Mid 1"
"KS","Kansas","Norton County",20137,"High 3"
"KS","Kansas","Osage County",20139,"Mid 3"
"KS","Kansas","Osborne County",20141,"Mid 1"
"KS","Kansas","Ottawa County",20143,"Mid 1"
"KS","Kansas","Pawnee County",20145,"Mid 1"
"KS","Kansas","Phillips County",20147,"High 3"
"KS","Kansas","Pottawatomie County",20149,"Mid 3"
"KS","Kansas","Pratt County",20151,"Mid 1"
"KS","Kansas","Rawlins County",20153,"Low 3"
"KS","Kansas","Reno County",20155,"Mid 1"
"KS","Kansas","Republic County",20157,"Mid 1"
"KS","Kansas","Rice County",20159,"Mid 3"
"KS","Kansas","Riley County",20161,"Mid 3"
"KS","Kansas","Rooks County",20163,"Mid 1"
"KS","Kansas","Rush County",20165,"Mid 1"
"KS","Kansas","Russell County",20167,"Mid 1"
"KS","Kansas","Saline County",20169,"Mid 1"
"KS","Kansas","Scott County",20171,"Low 3"
"KS","Kansas","Sedgwick County",20173,"Mid 3"
"KS","Kansas","Seward County",20175,"Mid 1"
"KS","Kansas","Shawnee County",20177,"Mid 3"
"KS","Kansas","Sheridan County",20179,"Low 3"
"KS","Kansas","Sherman County",20181,"Low 3"
"KS","Kansas","Smith County",20183,"Mid 1"
"KS","Kansas","Stafford County",20185,"Mid 1"
"KS","Kansas","Stanton County",20187,"Mid 1"
"KS","Kansas","Stevens County",20189,"Mid 1"
"KS","Kansas","Sumner County",20191,"Mid 3"
"KS","Kansas","Thomas County",20193,"Low 3"
"KS","Kansas","Trego County",20195,"Mid 1"
"KS","Kansas","Wabaunsee County",20197,"Mid 3"
"KS","Kansas","Wallace County",20199,"Low 3"
"KS","Kansas","Washington County",20201,"Mid 1"
"KS","Kansas","Wichita County",20203,"Low 3"
"KS","Kansas","Wilson County",20205,"Mid 3"
"KS","Kansas","Woodson County",20207,"Mid 3"
"KS","Kansas","Wyandotte County",20209,"Mid 3"
"KY","Kentucky","Adair County",21001,"Mid 4"
"KY","Kentucky","Allen County",21003,"High 1"
"KY","Kentucky","Anderson County",21005,"Mid 3"
"KY","Kentucky","Ballard County",21007,"High 1"
"KY","Kentucky","Barren County",21009,"High 1"
"KY","Kentucky","Bath County",21011,"Mid 4"
"KY","Kentucky","Bell County",21013,"Mid 4"
"KY","Kentucky","Boone County",21015,"Mid 3"
"KY","Kentucky","Bourbon County",21017,"Mid 4"
"KY","Kentucky","Boyd County",21019,"Mid 4"
"KY","Kentucky","Boyle County",21021,"Mid 4"
"KY","Kentucky","Bracken County",21023,"Mid 3"
"KY","Kentucky","Breathitt County",21025,"Mid 4"
"KY","Kentucky","Breckinridge County",21027,"Mid 4"
"KY","Kentucky","Bullitt County",21029,"Mid 3"
"KY","Kentucky","Butler County",21031,"High 1"
"KY","Kentucky","Caldwell County",21033,"Mid 4"
"KY","Kentucky","Calloway County",21035,"High 1"
"KY","Kentucky","Campbell County",21037,"Mid 3"
"KY","Kentucky","Carlisle County",21039,"High 1"
"KY","Kentucky","Carroll County",21041,"Mid 3"
"KY","Kentucky","Carter County",21043,"Mid 4"
"KY","Kentucky","Casey County",21045,"Mid 4"
"KY","Kentucky","Christian County",21047,"High 1"
"KY","Kentucky","Clark County",21049,"Mid 4"
"KY","Kentucky","Clay County",21051,"Mid 4"
"KY","Kentucky","Clinton County",21053,"High 1"
"KY","Kentucky","Crittenden County",21055,"High 2"
"KY","Kentucky","Cumberland County",21057,"High 1"
"KY","Kentucky","Daviess County",21059,"High 1"
"KY","Kentucky","Edmonson County",21061,"High 1"
"KY","Kentucky","Elliott County",21063,"Mid 4"
"KY","Kentucky","Estill County",21065,"Mid 4"
"KY","Kentucky","Fayette County",21067,"Mid 3"
"KY","Kentucky","Fleming County",21069,"Mid 3"
"KY","Kentucky","Floyd County",21071,"Mid 4"
"KY","Kentucky","Franklin County",21073,"Mid 3"
"KY","Kentucky","Fulton County",21075,"High 1"
"KY","Kentucky","Gallatin County",21077,"Mid 3"
"KY","Kentucky","Garrard County",21079,"Mid 4"
"KY","Kentucky","Grant County",21081,"Mid 3"
"KY","Kentucky","Graves County",21083,"High 1"
"KY","Kentucky","Grayson County",21085,"Mid 4"
"KY","Kentucky","Green County",21087,"Mid 4"
"KY","Kentucky","Greenup County",21089,"Mid 4"
"KY","Kentucky","Hancock County",21091,"High 1"
"KY","Kentucky","Hardin County",21093,"Mid 4"
"KY","Kentucky","Harlan County",21095,"Mid 4"
"KY","Kentucky","Harrison County",21097,"Mid 3"
"KY","Kentucky","Hart County",21099,"High 1"
"KY","Kentucky","Henderson County",21101,"High 1"
"KY","Kentucky","Henry County",21103,"Mid 3"
"KY","Kentucky","Hickman County",21105,"High 1"
"KY","Kentucky","Hopkins County",21107,"Mid 4"
"KY","Kentucky","Jackson County",21109,"Mid 4"
"KY","Kentucky","Jefferson County",21111,"Mid 3"
"KY","Kentucky","Jessamine County",21113,"Mid 3"
"KY","Kentucky","Johnson County",21115,"Mid 4"
"KY","Kentucky","Kenton County",21117,"Mid 3"
"KY","Kentucky","Knott County",21119,"Mid 4"
"KY","Kentucky","Knox County",21121,"Mid 4"
"KY","Kentucky","Larue County",21123,"Mid 4"
"KY","Kentucky","Laurel County",21125,"Mid 4"
"KY","Kentucky","Lawrence County",21127,"Mid 4"
"KY","Kentucky","Lee County",21129,"Mid 4"
"KY","Kentucky","Leslie County",21131,"Mid 4"
"KY","Kentucky","Letcher County",21133,"Mid 4"
"KY","Kentucky","Lewis County",21135,"Mid 3"
"KY","Kentucky","Lincoln County",21137,"Mid 4"
"KY","Kentucky","Livingston County",21139,"High 2"
"KY","Kentucky","Logan County",21141,"High 1"
"KY","Kentucky","Lyon County",21143,"High 1"
"KY","Kentucky","McCracken County",21145,"High 1"
"KY","Kentucky","McCreary County",21147,"Mid 4"
"KY","Kentucky","McLean County",21149,"Mid 4"
"KY","Kentucky","Madison County",21151,"Mid 4"
"KY","Kentucky","Magoffin County",21153,"Mid 4"
"KY","Kentucky","Marion County",21155,"Mid 4"
"KY","Kentucky","Marshall County",21157,"High 1"
"KY","Kentucky","Martin County",21159,"Mid 4"
"KY","Kentucky","Mason County",21161,"Mid 3"
"KY","Kentucky","Meade County",21163,"Mid 4"
"KY","Kentucky","Menifee County",21165,"Mid 4"
"KY","Kentucky","Mercer County",21167,"Mid 4"
"KY","Kentucky","Metcalfe County",21169,"High 1"
"KY","Kentucky","Monroe County",21171,"High 1"
"KY","Kentucky","Montgomery County",21173,"Mid 4"
"KY","Kentucky","Morgan County",21175,"Mid 4"
"KY","Kentucky","Muhlenberg County",21177,"Mid 4"
"KY","Kentucky","Nelson County",21179,"Mid 3"
"KY","Kentucky","Nicholas County",21181,"Mid 4"
"KY","Kentucky","Ohio County",21183,"High 1"
"KY","Kentucky","Oldham County",21185,"Mid 3"
"KY","Kentucky","Owen County",21187,"Mid 3"
"KY","Kentucky","Owsley County",21189,"Mid 4"
"KY","Kentucky","Pendleton County",21191,"Mid 3"
"KY","Kentucky","Perry County",21193,"Mid 4"
"KY","Kentucky","Pike County",21195,"Mid 4"
"KY","Kentucky","Powell County",21197,"Mid 4"
"KY","Kentucky","Pulaski County",21199,"Mid 4"
"KY","Kentucky","Robertson County",21201,"Mid 3"
"KY","Kentucky","Rockcastle County",21203,"Mid 4"
"KY","Kentucky","Rowan County",21205,"Mid 3"
"KY","Kentucky","Russell County",21207,"High 1"
"KY","Kentucky","Scott County",21209,"Mid 3"
"KY","Kentucky","Shelby County",21211,"Mid 3"
"KY","Kentucky","Simpson County",21213,"High 1"
"KY","Kentucky","Spencer County",21215,"Mid 3"
"KY","Kentucky","Taylor County",21217,"Mid 4"
"KY","Kentucky","Todd County",21219,"High 1"
"KY","Kentucky","Trigg County",21221,"High 1"
"KY","Kentucky","Trimble County",21223,"Mid 3"
"KY","Kentucky","Union County",21225,"High 1"
"KY","Kentucky","Warren County",21227,"High 1"
